date,uboat,commander,ship_name,tonnage,nationality,convoy,coordinates
28 Dec 1942,U-225,Wolfgang Leimkühler,Ville de Rouen (d.),"5,598",br,ONS-154,
28 Dec 1942,U-260,Hubertus Purkhold,Empire Wagtail,"4,893",br,ONS-154,"[('43.28', '-27.37')]"
28 Dec 1942,U-406,Horst Dieterichs,Baron Cochrane (d.),"3,385",br,ONS-154,
28 Dec 1942,U-406,Horst Dieterichs,Lynton Grange (d.),"5,029",br,ONS-154,
28 Dec 1942,U-406,Horst Dieterichs,Zarian (d.),"4,871",br,ONS-154,
28 Dec 1942,U-591,Hans-Jürgen Zetzsche,Norse King (d.),"5,701",nw,ONS-154,
28 Dec 1942,U-617,Albrecht Brandi,HMS St. Issey (W 25),810,br,-,"[('32.62', '20.37')]"
29 Dec 1942,U-123,Horst von Schroeter,Baron Cochrane,"3,385",br,ONS-154,"[('43.38', '-27.23')]"
29 Dec 1942,U-123,Horst von Schroeter,Empire Shackleton (d.),"7,068",br,ONS-154,
29 Dec 1942,U-336,Hans Hunger,President Francqui,"4,919",be,ONS-154,"[('43.38', '-27.23')]"
29 Dec 1942,U-435,Siegfried Strelow,Empire Shackleton,"7,068",br,ONS-154,"[('43.33', '-27.30')]"
29 Dec 1942,U-435,Siegfried Strelow,Norse King,"5,701",nw,ONS-154,"[('43.45', '-27.25')]"
29 Dec 1942,U-591,Hans-Jürgen Zetzsche,Zarian,"4,871",br,ONS-154,"[('43.38', '-27.23')]"
29 Dec 1942,U-628,Heinrich Hasenschar,Lynton Grange,"5,029",br,ONS-154,"[('43.38', '-27.23')]"
29 Dec 1942,U-631,Jürgen Krueger,Ingerfem,"3,978",nw,ONS-156,"[('59.00', '-21.00')]"
29 Dec 1942,U-662,Wolfgang Hermann,Ville de Rouen,"5,598",br,ONS-154,"[('43.42', '-27.25')]"
30 Dec 1942,U-214,Günther Reeder,Paderewski,"4,426",po,-,"[('10.87', '-60.42')]"
30 Dec 1942,U-435,Siegfried Strelow,HMS Fidelity (D 57),"2,456",br,ONS-154,"[('43.38', '-27.12')]"
30 Dec 1942,U-435,Siegfried Strelow,HMS LCV-752 [Trans.],10,br,ONS-154,
30 Dec 1942,U-435,Siegfried Strelow,HMS LCV-754 [Trans.],10,br,ONS-154,
1 Jan 1943,U-73,Horst Deckert,Arthur Middleton,"7,176",am,UGS-3,"[('35.75', '-0.75')]"
1 Jan 1943,U-73,Horst Deckert,USS LCT-21 [Trans.],255,am,UGS-3,
3 Jan 1943,U-507,Harro Schacht,Baron Dechmont,"3,675",br,-,"[('-3.18', '-38.68')]"
3 Jan 1943,U-514,Hans-Jürgen Auffermann,British Vigilance (d.),"8,093",br,TM-1,
7 Jan 1943,U-371,Waldemar Mehl,HMS Jura (T 169),545,br,-,"[('36.97', '3.80')]"
7 Jan 1943,U-371,Waldemar Mehl,Ville de Strasbourg (d.),"7,159",br,MKS-5,
8 Jan 1943,U-436,Günther Seibicke,Albert L. Ellsworth,"8,309",nw,TM-1,"[('27.98', '-28.83')]"
8 Jan 1943,U-436,Günther Seibicke,Oltenia II,"6,394",br,TM-1,"[('27.98', '-28.83')]"
8 Jan 1943,U-507,Harro Schacht,Yorkwood,"5,401",br,-,"[('-4.17', '-35.50')]"
9 Jan 1943,U-124,Johann Mohr,Birmingham City,"6,194",am,TB-1,"[('7.38', '-55.80')]"
9 Jan 1943,U-124,Johann Mohr,Broad Arrow,"7,718",am,TB-1,"[('7.58', '-55.75')]"
9 Jan 1943,U-124,Johann Mohr,Collingsworth,"5,101",am,TB-1,"[('7.20', '-55.62')]"
9 Jan 1943,U-124,Johann Mohr,Minotaur,"4,554",am,TB-1,"[('7.20', '-55.62')]"
9 Jan 1943,U-384,Hans-Achim von Rosenberg-Gruszczynski,Louise Lykes,"6,155",am,-,"[('56.25', '-22.00')]"
9 Jan 1943,U-442,Hans-Joachim Hesse,Empire Lytton,"9,807",br,TM-1,"[('28.13', '-28.33')]"
9 Jan 1943,U-511,Fritz Schneewind,William Wilberforce,"5,004",br,-,"[('29.33', '-26.88')]"
9 Jan 1943,U-522,Herbert Schneider,Minister Wedel,"6,833",nw,TM-1,"[('28.13', '-28.33')]"
9 Jan 1943,U-522,Herbert Schneider,Norvik,"10,034",pa,TM-1,"[('28.13', '-28.33')]"
11 Jan 1943,U-186,Siegfried Hesemann,Ocean Vagabond,"7,174",br,SC-115,"[('57.28', '-20.18')]"
11 Jan 1943,U-522,Herbert Schneider,British Dominion (d.),"6,983",br,TM-1,
11 Jan 1943,U-620,Heinz Stein,British Dominion,"6,983",br,TM-1,"[('30.50', '-19.92')]"
12 Jan 1943,U-105,Jürgen Nissen,C.S. Flight,67,br,-,"[('12.42', '-63.00')]"
15 Jan 1943,U-182,Asmus Nicolai Clausen,Ocean Courage,"7,173",br,-,"[('10.87', '-23.47')]"
15 Jan 1943,U-617,Albrecht Brandi,Annitsa,"4,324",gr,-,"[('33.03', '21.97')]"
15 Jan 1943,U-617,Albrecht Brandi,Harboe Jensen,"1,862",nw,-,"[('33.07', '21.83')]"
17 Jan 1943,U-268,Ernst Heydemann,HMS LCT-2239 [Trans.],291,br,HX-222,
17 Jan 1943,U-268,Ernst Heydemann,HMS LCT-2267 [Trans.],291,br,HX-222,
17 Jan 1943,U-268,Ernst Heydemann,HMS LCT-2344 [Trans.],291,br,HX-222,
17 Jan 1943,U-268,Ernst Heydemann,Vestfold,"14,547",pa,HX-222,"[('61.42', '-26.20')]"
20 Jan 1943,U-453,Egon Reiner Freiherr von Schlippenbach,Jean Jadot,"5,859",be,KMS-7,"[('36.55', '0.77')]"
22 Jan 1943,U-358,Rolf Manke,Neva,"1,456",sw,UR-59,"[('61.58', '-14.25')]"
22 Jan 1943,U-413,Gustav Poel,Mount Mycale,"3,556",gr,SC-117,"[('52.15', '-50.75')]"
23 Jan 1943,U-175,Heinrich Bruns,Benjamin Smith,"7,177",am,-,"[('4.08', '-7.83')]"
23 Jan 1943,U-431,Dietrich Schöneboom,Alexandria,100,ag,-,"[('34.87', '35.87')]"
24 Jan 1943,U-105,Jürgen Nissen,British Vigilance,"8,093",br,TM-1,"[('21.00', '-45.00')]"
25 Jan 1943,U-431,Dietrich Schöneboom,Mouyassar,47,sy,-,"[('35.45', '34.57')]"
25 Jan 1943,U-431,Dietrich Schöneboom,Omar el Kattab,38,sy,-,"[('35.45', '34.57')]"
25 Jan 1943,U-575,Günther Heydemann,City of Flint,"4,963",am,UGS-4,"[('34.78', '-31.17')]"
25 Jan 1943,U-624,Ulrich Graf von Soden-Fraunhofen,Lackenby,"5,112",br,SC-117,"[('55.00', '-37.83')]"
26 Jan 1943,U-255,Reinhart Reche,Krasnyj Partizan,"2,418",sj,-,"[('73.75', '17.50')]"
26 Jan 1943,U-358,Rolf Manke,Nortind,"8,221",nw,HX-223,"[('58.67', '-33.17')]"
26 Jan 1943,U-431,Dietrich Schöneboom,Hassan,80,sy,-,"[('35.15', '34.17')]"
26 Jan 1943,U-594,Friedrich Mumm,Kollbjørg,"8,259",nw,HX-223,"[('58.33', '-39.50')]"
26 Jan 1943,U-607,Ernst Mengersen,Kollbjørg (d.),"8,259",nw,HX-223,
27 Jan 1943,U-105,Jürgen Nissen,Cape Decision,"5,106",am,-,"[('22.95', '-47.47')]"
27 Jan 1943,U-442,Hans-Joachim Hesse,Julia Ward Howe,"7,176",am,UGS-4,"[('35.48', '-29.17')]"
27 Jan 1943,U-514,Hans-Jürgen Auffermann,Charles C. Pinckney,"7,177",am,UGS-4,"[('36.62', '-30.92')]"
29 Jan 1943,U-255,Reinhart Reche,Ufa,"1,892",sj,-,"[('73.75', '17.83')]"
1 Feb 1943,U-66,Friedrich Markworth,Joseph Elise,113,fr,-,"[('28.05', '-12.90')]"
2 Feb 1943,U-456,Max-Martin Teichert,Jeremiah Van Rensselaer,"7,177",am,HX-224,"[('55.22', '-28.88')]"
3 Feb 1943,U-217,Kurt Reichenbach-Klinke,Rhexenor,"7,957",br,-,"[('24.98', '-43.62')]"
3 Feb 1943,U-223,Karl-Jürg Wächter,Dorchester,"5,649",am,SG-19,"[('59.37', '-48.70')]"
3 Feb 1943,U-255,Reinhart Reche,Greylock,"7,460",am,RA-52,"[('70.87', '-0.35')]"
3 Feb 1943,U-456,Max-Martin Teichert,Inverilen,"9,456",br,HX-224,"[('56.58', '-23.50')]"
3 Feb 1943,U-632,Hans Karpf,Cordelia,"8,190",br,HX-224,"[('56.62', '-22.97')]"
5 Feb 1943,U-413,Gustav Poel,West Portal,"5,376",am,SC-118,"[('53.00', '-33.00')]"
5 Feb 1943,U-617,Albrecht Brandi,Corona,"3,264",nw,AW-22,"[('32.18', '24.77')]"
5 Feb 1943,U-617,Albrecht Brandi,Henrik,"1,350",nw,AW-22,"[('32.18', '24.77')]"
6 Feb 1943,U-262,Rudolf Heinz Franke,Zagloba,"2,864",po,SC-118,"[('54.75', '-27.42')]"
6 Feb 1943,U-266,Ralf von Jessen,Polyktor,"4,077",gr,SC-118,"[('53.07', '-33.07')]"
7 Feb 1943,U-118,Werner Czygan,Baltonia [Mine],"2,013",br,MKS-7,
7 Feb 1943,U-118,Werner Czygan,Empire Mordred [Mine],"7,024",br,MKS-7,
7 Feb 1943,U-118,Werner Czygan,Mary Slessor [Mine],"5,027",br,MKS-7,
7 Feb 1943,U-402,Siegfried Freiherr von Forstner,Afrika,"8,597",br,SC-118,"[('55.27', '-26.52')]"
7 Feb 1943,U-402,Siegfried Freiherr von Forstner,Daghild (d.),"9,272",nw,SC-118,
7 Feb 1943,U-402,Siegfried Freiherr von Forstner,Henry R. Mallory,"6,063",am,SC-118,"[('55.30', '-26.48')]"
7 Feb 1943,U-402,Siegfried Freiherr von Forstner,Kalliopi,"4,965",gr,SC-118,"[('55.45', '-26.13')]"
7 Feb 1943,U-402,Siegfried Freiherr von Forstner,Robert E. Hopkins,"6,625",am,SC-118,"[('55.22', '-26.37')]"
7 Feb 1943,U-402,Siegfried Freiherr von Forstner,Toward,"1,571",br,SC-118,"[('55.22', '-26.37')]"
7 Feb 1943,U-596,Gunter Jahn,HMS LCI(L)-162,246,br,-,"[('36.35', '0.30')]"
7 Feb 1943,U-614,Wolfgang Sträter,Harmala,"5,730",br,SC-118,"[('55.23', '-26.62')]"
7 Feb 1943,U-77,Otto Hartmann,Empire Banner,"6,699",br,KMS-8,"[('36.80', '1.53')]"
7 Feb 1943,U-77,Otto Hartmann,Empire Webster,"7,043",br,KMS-8,"[('36.78', '1.62')]"
8 Feb 1943,U-160,Georg Lassen,Roger B. Taney,"7,191",am,-,"[('-22.00', '-7.75')]"
8 Feb 1943,U-402,Siegfried Freiherr von Forstner,Newton Ash,"4,625",br,SC-118,"[('56.42', '-22.43')]"
8 Feb 1943,U-521,Klaus Heinrich Bargsten,HMS Bredon (T 223),750,br,Gibr-2,"[('29.82', '-14.08')]"
8 Feb 1943,U-608,Rolf Struckmeier,Daghild,"9,272",nw,SC-118,"[('55.42', '-26.20')]"
8 Feb 1943,U-608,Rolf Struckmeier,HMS LCT-2335 [Trans.],291,br,SC-118,
10 Feb 1943,U-118,Werner Czygan,Duero (d.) [Mine],"2,008",sp,-,
10 Feb 1943,U-509,Werner Witte,Queen Anne,"4,937",br,CA-11,"[('-34.88', '19.85')]"
10 Feb 1943,U-81,Johann-Otto Krieg,Saroena (d.),"6,671",nl,-,
11 Feb 1943,U-516,Gerhard Wiebe,Helmspey,"4,764",br,-,"[('-34.37', '24.90')]"
11 Feb 1943,U-81,Johann-Otto Krieg,Al Kasbanah,110,ag,-,"[('35.03', '34.58')]"
11 Feb 1943,U-81,Johann-Otto Krieg,Dolphin,135,pl,-,"[('35.03', '34.58')]"
11 Feb 1943,U-81,Johann-Otto Krieg,Husni,107,lb,-,"[('35.03', '34.58')]"
11 Feb 1943,U-81,Johann-Otto Krieg,Sabah el Kheir,36,ag,-,"[('35.35', '34.83')]"
15 Feb 1943,U-607,Ernst Mengersen,Atlantic Sun,"11,355",am,ON-165,"[('51.00', '-41.00')]"
17 Feb 1943,U-182,Asmus Nicolai Clausen,Llanashe,"4,836",br,-,"[('-34.00', '28.50')]"
17 Feb 1943,U-516,Gerhard Wiebe,Deer Lodge,"6,187",am,-,"[('-33.77', '26.95')]"
18 Feb 1943,U-518,Friedrich-Wilhelm Wissmann,Brasiloide,"6,075",bz,-,"[('-12.78', '-37.55')]"
19 Feb 1943,U-403,Heinz-Ehlert Clausen,Zeus,"5,961",gr,ONS-165,"[('49.47', '-44.83')]"
20 Feb 1943,U-525,Hans-Joachim Drewitz,Radhurst,"3,454",br,ONS-165,"[('49.83', '-41.83')]"
21 Feb 1943,U-332,Eberhard Hüttemann,Stigstad (d.),"5,964",nw,ON-166,
21 Feb 1943,U-603,Hans-Joachim Bertelsmann,Stigstad,"5,964",nw,ON-166,"[('49.43', '-29.13')]"
21 Feb 1943,U-664,Adolf Graef,H.H. Rogers,"8,807",pa,ONS-167,"[('50.50', '-24.63')]"
21 Feb 1943,U-664,Adolf Graef,Rosario,"4,659",am,ONS-167,"[('50.50', '-24.63')]"
21 Feb 1943,U-92,Adolf Oelrich,Empire Trader,"9,990",br,ON-166,"[('48.42', '-30.17')]"
22 Feb 1943,U-107,Harald Gelhaus,Roxburgh Castle,"7,801",br,-,"[('38.20', '-26.37')]"
22 Feb 1943,U-118,Werner Czygan,HMCS Weyburn (K 173) [Mine],925,ca,MKS-8,
22 Feb 1943,U-118,Werner Czygan,Thorsholm (d.) [Mine],"9,937",nw,GUS-4,
22 Feb 1943,U-606,Hans-Heinrich Döhler,Chattanooga City,"5,687",am,ON-166,"[('46.88', '-34.53')]"
22 Feb 1943,U-606,Hans-Heinrich Döhler,Empire Redshank,"6,615",br,ON-166,"[('46.88', '-34.53')]"
22 Feb 1943,U-606,Hans-Heinrich Döhler,Expositor (d.),"4,959",am,ON-166,
22 Feb 1943,U-753,Alfred Manhardt von Mannstein,N.T. Nielsen-Alonso,"9,348",nw,ON-166,"[('48.00', '-31.40')]"
22 Feb 1943,U-92,Adolf Oelrich,N.T. Nielsen-Alonso (d.),"9,348",nw,ON-166,
23 Feb 1943,U-186,Siegfried Hesemann,Eulima,"6,207",br,ON-166,"[('46.80', '-36.30')]"
23 Feb 1943,U-186,Siegfried Hesemann,Hastings,"5,401",am,ON-166,"[('46.50', '-36.38')]"
23 Feb 1943,U-202,Günter Poser,British Fortitude (d.),"8,482",br,UC-1,
23 Feb 1943,U-202,Günter Poser,Empire Norseman (d.),"9,811",br,UC-1,
23 Feb 1943,U-202,Günter Poser,Esso Baton Rouge,"7,989",am,UC-1,"[('31.25', '-27.37')]"
23 Feb 1943,U-202,Günter Poser,Murena (d.),"8,252",nl,UC-1,
23 Feb 1943,U-223,Karl-Jürg Wächter,Winkler,"6,907",pa,ON-166,"[('46.80', '-36.30')]"
23 Feb 1943,U-303,Karl-Franz Heine,Expositor,"4,959",am,ON-166,"[('46.88', '-34.53')]"
23 Feb 1943,U-371,Waldemar Mehl,Fintra,"2,089",br,Ropsley,"[('36.95', '3.68')]"
23 Feb 1943,U-382,Herbert Juli,Empire Norseman (d.),"9,811",br,UC-1,
23 Feb 1943,U-456,Max-Martin Teichert,Kyleclare,700,ir,-,"[('48.83', '-13.33')]"
23 Feb 1943,U-522,Herbert Schneider,Athelprincess,"8,882",br,UC-1,"[('32.03', '-24.63')]"
23 Feb 1943,U-558,Günther Krech,Empire Norseman,"9,811",br,UC-1,"[('31.30', '-27.33')]"
23 Feb 1943,U-603,Hans-Joachim Bertelsmann,Glittre,"6,409",nw,ON-166,"[('47.00', '-36.33')]"
23 Feb 1943,U-604,Horst Höltring,Stockport,"1,683",br,ON-166,"[('47.37', '-34.17')]"
23 Feb 1943,U-628,Heinrich Hasenschar,Glittre (d.),"6,409",nw,ON-166,
23 Feb 1943,U-628,Heinrich Hasenschar,Winkler (d.),"6,907",pa,ON-166,
24 Feb 1943,U-565,Wilhelm Franken,Nathanael Greene (d.),"7,176",am,MKS-8,
24 Feb 1943,U-600,Bernhard Zurmühlen,Ingria (d.),"4,391",nw,ON-166,
24 Feb 1943,U-628,Heinrich Hasenschar,Ingria,"4,391",nw,ON-166,"[('45.20', '-39.28')]"
24 Feb 1943,U-653,Gerhard Feiler,Madoera (d.),"9,382",nl,ON-166,
24 Feb 1943,U-707,Günter Gretschel,Jonathan Sturges,"7,176",am,ON-166,"[('46.25', '-38.18')]"
25 Feb 1943,U-628,Heinrich Hasenschar,Manchester Merchant,"7,264",br,ON-166,"[('45.17', '-43.38')]"
27 Feb 1943,U-516,Gerhard Wiebe,Colombia,"10,782",nl,-,"[('9.83', '-78.92')]"
27 Feb 1943,U-565,Wilhelm Franken,Seminole (d.),"10,389",br,TE-16,
27 Feb 1943,U-66,Friedrich Markworth,St. Margaret,"4,312",br,ON-165,"[('27.63', '-43.38')]"
28 Feb 1943,U-371,Waldemar Mehl,Daniel Carroll (d.),"7,176",am,TE-16,
28 Feb 1943,U-405,Rolf-Heinrich Hopman,RPT-1 [Trans.],35,sj,HX-227,
28 Feb 1943,U-405,Rolf-Heinrich Hopman,RPT-3 [Trans.],35,sj,HX-227,
28 Feb 1943,U-405,Rolf-Heinrich Hopman,Wade Hampton,"7,176",am,HX-227,"[('59.82', '-34.72')]"
2 Mar 1943,U-634,Eberhard Dahlhaus,Meriwether Lewis,"7,176",am,HX-227,"[('62.17', '-28.42')]"
3 Mar 1943,U-160,Georg Lassen,Harvey W. Scott,"7,176",am,DN-21,"[('-31.90', '30.62')]"
3 Mar 1943,U-160,Georg Lassen,Nirpura,"5,961",br,DN-21,"[('-32.78', '30.80')]"
3 Mar 1943,U-160,Georg Lassen,Tibia (d.),"10,356",nl,DN-21,
3 Mar 1943,U-43,Hans-Joachim Schwantke,Doggerbank,"5,154",dt,-,"[('29.17', '-34.17')]"
4 Mar 1943,U-160,Georg Lassen,Empire Mahseer,"5,087",br,DN-21,"[('-32.02', '30.80')]"
4 Mar 1943,U-160,Georg Lassen,Marietta E.,"7,628",br,DN-21,"[('-31.82', '31.18')]"
4 Mar 1943,U-160,Georg Lassen,Sheaf Crown (d.),"4,868",br,DN-21,
4 Mar 1943,U-172,Carl Emmermann,City of Pretoria,"8,049",br,-,"[('42.65', '-36.77')]"
4 Mar 1943,U-515,Werner Henke,California Star,"8,300",br,-,"[('42.53', '-37.33')]"
5 Mar 1943,U-130,Siegfried Keller,Empire Tower,"4,378",br,XK-2,"[('43.83', '-14.77')]"
5 Mar 1943,U-130,Siegfried Keller,Fidra,"1,574",br,XK-2,"[('43.83', '-14.77')]"
5 Mar 1943,U-130,Siegfried Keller,Ger-y-Bryn,"5,108",br,XK-2,"[('43.83', '-14.77')]"
5 Mar 1943,U-130,Siegfried Keller,Trefusis,"5,299",br,XK-2,"[('43.83', '-14.77')]"
5 Mar 1943,U-255,Reinhart Reche,Executive,"4,978",am,RA-53,"[('72.73', '11.45')]"
6 Mar 1943,U-172,Carl Emmermann,Thorstrand,"3,041",nw,-,"[('41.38', '-42.98')]"
6 Mar 1943,U-410,Horst-Arno Fenski,Fort Battle River,"7,133",br,KMS-10,"[('36.55', '-10.37')]"
6 Mar 1943,U-410,Horst-Arno Fenski,Fort Paskoyac (d.),"7,134",br,KMS-10,
7 Mar 1943,U-221,Hans-Hartwig Trojer,Jamaica,"3,015",nw,-,"[('48.00', '-23.50')]"
7 Mar 1943,U-230,Paul Siegmann,Egyptian,"2,868",br,SC-121,"[('56.42', '-37.63')]"
7 Mar 1943,U-506,Erich Würdemann,Sabor,"5,212",br,-,"[('-34.50', '23.17')]"
7 Mar 1943,U-591,Hans-Jürgen Zetzsche,Empire Impala,"6,116",br,SC-121,"[('57.00', '-36.00')]"
7 Mar 1943,U-638,Hinrich-Oscar Bernbeck,Empire Light (d.),"6,537",br,ON-168,
8 Mar 1943,U-160,Georg Lassen,James B. Stephens,"7,176",am,-,"[('-28.88', '33.30')]"
8 Mar 1943,U-190,Max Wintermeyer,Empire Lakeland,"7,015",br,SC-121,"[('58.05', '-28.20')]"
8 Mar 1943,U-527,Herbert Uhlig,Fort Lamy,"5,242",br,SC-121,"[('58.50', '-31.00')]"
8 Mar 1943,U-527,Herbert Uhlig,HMS LCT-2480 [Trans.],291,br,SC-121,
8 Mar 1943,U-591,Hans-Jürgen Zetzsche,Vojvoda Putnik,"5,879",yu,SC-121,"[('58.70', '-31.42')]"
8 Mar 1943,U-633,Bernhard Müller,Guido,"3,921",br,SC-121,"[('58.13', '-32.33')]"
8 Mar 1943,U-642,Herbert Brünning,Leadgate,"2,125",br,SC-121,"[('57.65', '-27.60')]"
9 Mar 1943,U-405,Rolf-Heinrich Hopman,Bonneville,"4,665",nw,SC-121,"[('58.75', '-21.95')]"
9 Mar 1943,U-405,Rolf-Heinrich Hopman,HMS LCT-2341 [Trans.],291,br,SC-121,
9 Mar 1943,U-409,Hanns-Ferdinand Massmann,Malantic,"3,837",am,SC-121,"[('58.62', '-22.53')]"
9 Mar 1943,U-409,Hanns-Ferdinand Massmann,Rosewood,"5,989",br,SC-121,"[('58.62', '-22.53')]"
9 Mar 1943,U-506,Erich Würdemann,Tabor,"4,768",nw,-,"[('-37.50', '23.25')]"
9 Mar 1943,U-510,Karl Neitzel,George G. Meade (d.),"7,176",am,BT-6,
9 Mar 1943,U-510,Karl Neitzel,James K. Polk (t.),"7,177",am,BT-6,
9 Mar 1943,U-510,Karl Neitzel,James Smith (d.),"7,181",am,BT-6,
9 Mar 1943,U-510,Karl Neitzel,Joseph Rodman Drake (d.),"7,181",am,BT-6,
9 Mar 1943,U-510,Karl Neitzel,Kelvinbank,"3,872",br,BT-6,"[('7.40', '-52.18')]"
9 Mar 1943,U-510,Karl Neitzel,Mark Hanna (d.),"7,176",am,BT-6,
9 Mar 1943,U-510,Karl Neitzel,Tabitha Brown (d.),"7,176",am,BT-6,
9 Mar 1943,U-510,Karl Neitzel,Thomas Ruffin (t.),"7,191",am,BT-6,
9 Mar 1943,U-530,Kurt Lange,Milos,"3,058",sw,SC-121,"[('58.00', '-24.00')]"
9 Mar 1943,U-586,Dietrich von der Esch,Puerto Rican,"6,076",am,RA-53,"[('66.73', '-10.68')]"
9 Mar 1943,U-596,Gunter Jahn,Empire Standard (d.),"7,047",br,KMS-10,
9 Mar 1943,U-596,Gunter Jahn,Fort Norman (d.),"7,133",br,KMS-10,
10 Mar 1943,U-182,Asmus Nicolai Clausen,Richard D. Spaight,"7,177",am,-,"[('-27.65', '35.47')]"
10 Mar 1943,U-185,August Maus,James Sprunt,"7,177",am,KG-123,"[('19.82', '-74.63')]"
10 Mar 1943,U-185,August Maus,Virginia Sinclair,"6,151",am,KG-123,"[('20.18', '-74.07')]"
10 Mar 1943,U-221,Hans-Hartwig Trojer,Andrea F. Luckenbach,"6,565",am,HX-228,"[('51.33', '-29.48')]"
10 Mar 1943,U-221,Hans-Hartwig Trojer,Lawton B. Evans (d.),"7,197",am,HX-228,
10 Mar 1943,U-221,Hans-Hartwig Trojer,Tucurinca,"5,412",br,HX-228,"[('51.00', '-30.17')]"
10 Mar 1943,U-229,Robert Schetelig,Coulmore (d.),"3,670",br,SC-121,
10 Mar 1943,U-229,Robert Schetelig,Nailsea Court,"4,946",br,SC-121,"[('58.75', '-21.95')]"
10 Mar 1943,U-255,Reinhart Reche,Richard Bland (t.),"7,191",am,RA-53,
10 Mar 1943,U-621,Max Kruschka,Baron Kinnaird,"3,355",br,ON-169,"[('53.00', '-40.00')]"
11 Mar 1943,U-160,Georg Lassen,Aelybryn,"4,986",br,-,"[('-29.13', '34.08')]"
11 Mar 1943,U-183,Heinrich Schäfer,Olancho,"2,493",ho,-,"[('22.13', '-85.23')]"
11 Mar 1943,U-432,Hermann Eckhardt,HMS Harvester (H 19),"1,340",br,HX-228,"[('51.38', '-28.67')]"
11 Mar 1943,U-590,Heinrich Müller-Edzards,Jamaica Producer (d.),"5,464",br,HX-228,
11 Mar 1943,U-757,Friedrich Deetz,HMS LCT-2398 [Trans.],291,br,HX-228,
11 Mar 1943,U-757,Friedrich Deetz,William C. Gorgas,"7,197",am,HX-228,"[('51.58', '-28.50')]"
11 Mar 1943,U-86,Walter Schug,Brant County,"5,001",nw,HX-228,"[('52.08', '-27.58')]"
12 Mar 1943,U-468,Klemens Schamong,Empire Light,"6,537",br,ON-168,"[('53.95', '-46.23')]"
12 Mar 1943,U-653,Gerhard Feiler,Thomas Hooker,"7,176",am,ON-168,"[('53.00', '-43.00')]"
13 Mar 1943,U-107,Harald Gelhaus,Clan Alpine,"5,442",br,OS-44,"[('42.75', '-13.52')]"
13 Mar 1943,U-107,Harald Gelhaus,Marcella,"4,592",br,OS-44,"[('42.75', '-13.52')]"
13 Mar 1943,U-107,Harald Gelhaus,Oporto,"2,352",br,OS-44,"[('42.75', '-13.52')]"
13 Mar 1943,U-107,Harald Gelhaus,Sembilangan,"4,990",nl,OS-44,"[('42.75', '-13.52')]"
13 Mar 1943,U-172,Carl Emmermann,Keystone,"5,565",am,UGS-6,"[('37.98', '-37.67')]"
13 Mar 1943,U-68,Albert Lauzemis,Ceres,"2,680",nl,GAT-49,"[('14.83', '-71.77')]"
13 Mar 1943,U-68,Albert Lauzemis,Cities Service Missouri,"7,506",am,GAT-49,"[('14.83', '-71.77')]"
15 Mar 1943,U-380,Josef Röther,Ocean Seaman (t.),"7,178",br,ET-14,
15 Mar 1943,U-524,Walter von Steinaecker,Wyoming,"8,062",fr,UGS-6,"[('40.30', '-28.93')]"
16 Mar 1943,U-172,Carl Emmermann,Benjamin Harrison,"7,191",am,UGS-6,"[('39.15', '-24.25')]"
16 Mar 1943,U-603,Hans-Joachim Bertelsmann,Elin K.,"5,214",nw,HX-229,"[('50.63', '-34.77')]"
16 Mar 1943,U-77,Otto Hartmann,Hadleigh (t.),"5,222",br,ET-14,
16 Mar 1943,U-77,Otto Hartmann,Merchant Prince (d.),"5,229",br,ET-14,
17 Mar 1943,U-167,Kurt Sturm,Molly Pitcher (d.),"7,200",am,UGS-6,
17 Mar 1943,U-305,Rudolf Bahr,Port Auckland,"8,789",br,SC-122,"[('52.42', '-30.25')]"
17 Mar 1943,U-305,Rudolf Bahr,Zouave,"4,256",br,SC-122,"[('52.42', '-30.25')]"
17 Mar 1943,U-338,Manfred Kinzel,Alderamin,"7,886",nl,SC-122,"[('52.23', '-32.25')]"
17 Mar 1943,U-338,Manfred Kinzel,Fort Cedar Lake (d.),"7,134",br,SC-122,
17 Mar 1943,U-338,Manfred Kinzel,Granville,"4,071",pa,SC-122,"[('52.83', '-30.58')]"
17 Mar 1943,U-338,Manfred Kinzel,King Gruffydd,"5,072",br,SC-122,"[('51.92', '-32.68')]"
17 Mar 1943,U-338,Manfred Kinzel,Kingsbury,"4,898",br,SC-122,"[('51.92', '-32.68')]"
17 Mar 1943,U-384,Hans-Achim von Rosenberg-Gruszczynski,Coracero,"7,252",br,HX-229,"[('51.07', '-33.33')]"
17 Mar 1943,U-435,Siegfried Strelow,William Eustis,"7,196",am,HX-229,"[('50.17', '-35.03')]"
17 Mar 1943,U-600,Bernhard Zurmühlen,Irénée Du Pont (d.),"6,125",am,HX-229,
17 Mar 1943,U-600,Bernhard Zurmühlen,Nariva (d.),"8,714",br,HX-229,
17 Mar 1943,U-600,Bernhard Zurmühlen,Southern Princess,"12,156",br,HX-229,"[('50.60', '-34.50')]"
17 Mar 1943,U-631,Jürgen Krueger,Terkoelei,"5,158",nl,HX-229,"[('51.75', '-31.25')]"
17 Mar 1943,U-665,Hans-Jürgen Haupt,Fort Cedar Lake,"7,134",br,SC-122,"[('52.23', '-32.25')]"
17 Mar 1943,U-758,Helmut Manseck,James Oglethorpe,"7,176",am,HX-229,"[('50.63', '-34.77')]"
