uboat,commander,ship_name,tonnage,nationality,convoy,coordinates,year,month,day
U-610,Walter Freiherr von Freyberg-Eisenberg-Allmendingen,Bello,"6,125",6,412,"[('51.75', '-23.83')]",1942,12,16
U-664,Adolf Graef,Emile Francqui,"5,859",1,412,"[('50.97', '-24.70')]",1942,12,16
U-211,Karl Hause,HMS Firedrake (H 79),"1,350",0,412,"[('50.83', '-25.25')]",1942,12,17
U-432,Heinz-Otto Schultze,Poitou,310,3,0,"[('33.38', '-8.50')]",1942,12,17
U-563,Götz von Hartmann,Bretwalda,"4,906",0,413,"[('44.58', '-16.47')]",1942,12,18
U-565,Wilhelm Franken,HMS Partridge (G 30),"1,540",0,0,"[('35.83', '-1.58')]",1942,12,18
U-621,Max Kruschka,Oropos,"4,474",8,414,"[('51.00', '-37.00')]",1942,12,18
U-621,Max Kruschka,Otina,"6,217",0,412,"[('47.67', '-33.10')]",1942,12,20
U-562,Horst Hamm,Strathallan,"23,722",0,415,"[('36.87', '-0.57')]",1942,12,21
U-591,Hans-Jürgen Zetzsche,Montreal City,"3,066",0,414,"[('50.38', '-38.00')]",1942,12,21
U-356,Günther Ruppelt,Empire Union,"5,952",0,416,"[('47.50', '-24.50')]",1942,12,27
U-356,Günther Ruppelt,King Edward,"5,224",0,416,"[('47.42', '-25.33')]",1942,12,27
U-356,Günther Ruppelt,Melrose Abbey,"2,473",0,416,"[('47.50', '-24.50')]",1942,12,27
U-441,Klaus Hartmann,Soekaboemi,"7,051",9,416,"[('47.42', '-25.33')]",1942,12,27
U-507,Harro Schacht,Oakbank,"5,154",0,0,"[('-0.77', '-37.97')]",1942,12,27
U-124,Johann Mohr,Treworlas,"4,692",0,0,"[('10.87', '-60.75')]",1942,12,28
U-225,Wolfgang Leimkühler,Melmore Head,"5,273",0,416,"[('43.45', '-27.25')]",1942,12,28
U-260,Hubertus Purkhold,Empire Wagtail,"4,893",0,416,"[('43.28', '-27.37')]",1942,12,28
U-617,Albrecht Brandi,HMS St. Issey (W 25),810,0,0,"[('32.62', '20.37')]",1942,12,28
U-123,Horst von Schroeter,Baron Cochrane,"3,385",0,416,"[('43.38', '-27.23')]",1942,12,29
U-336,Hans Hunger,President Francqui,"4,919",1,416,"[('43.38', '-27.23')]",1942,12,29
U-435,Siegfried Strelow,Empire Shackleton,"7,068",0,416,"[('43.33', '-27.30')]",1942,12,29
U-435,Siegfried Strelow,Norse King,"5,701",6,416,"[('43.45', '-27.25')]",1942,12,29
U-591,Hans-Jürgen Zetzsche,Zarian,"4,871",0,416,"[('43.38', '-27.23')]",1942,12,29
U-628,Heinrich Hasenschar,Lynton Grange,"5,029",0,416,"[('43.38', '-27.23')]",1942,12,29
U-631,Jürgen Krueger,Ingerfem,"3,978",6,417,"[('59.00', '-21.00')]",1942,12,29
U-662,Wolfgang Hermann,Ville de Rouen,"5,598",0,416,"[('43.42', '-27.25')]",1942,12,29
U-214,Günther Reeder,Paderewski,"4,426",28,0,"[('10.87', '-60.42')]",1942,12,30
U-435,Siegfried Strelow,HMS Fidelity (D 57),"2,456",0,416,"[('43.38', '-27.12')]",1942,12,30
U-73,Horst Deckert,Arthur Middleton,"7,176",25,418,"[('35.75', '-0.75')]",1943,1,1
U-507,Harro Schacht,Baron Dechmont,"3,675",0,0,"[('-3.18', '-38.68')]",1943,1,3
U-371,Waldemar Mehl,HMS Jura (T 169),545,0,0,"[('36.97', '3.80')]",1943,1,7
U-436,Günther Seibicke,Albert L. Ellsworth,"8,309",6,419,"[('27.98', '-28.83')]",1943,1,8
U-436,Günther Seibicke,Oltenia II,"6,394",0,419,"[('27.98', '-28.83')]",1943,1,8
U-507,Harro Schacht,Yorkwood,"5,401",0,0,"[('-4.17', '-35.50')]",1943,1,8
U-124,Johann Mohr,Birmingham City,"6,194",25,421,"[('7.38', '-55.80')]",1943,1,9
U-124,Johann Mohr,Broad Arrow,"7,718",25,421,"[('7.58', '-55.75')]",1943,1,9
U-124,Johann Mohr,Collingsworth,"5,101",25,421,"[('7.20', '-55.62')]",1943,1,9
U-124,Johann Mohr,Minotaur,"4,554",25,421,"[('7.20', '-55.62')]",1943,1,9
U-384,Hans-Achim von Rosenberg-Gruszczynski,Louise Lykes,"6,155",25,0,"[('56.25', '-22.00')]",1943,1,9
U-442,Hans-Joachim Hesse,Empire Lytton,"9,807",0,419,"[('28.13', '-28.33')]",1943,1,9
U-511,Fritz Schneewind,William Wilberforce,"5,004",0,0,"[('29.33', '-26.88')]",1943,1,9
U-522,Herbert Schneider,Minister Wedel,"6,833",6,419,"[('28.13', '-28.33')]",1943,1,9
U-522,Herbert Schneider,Norvik,"10,034",15,419,"[('28.13', '-28.33')]",1943,1,9
U-186,Siegfried Hesemann,Ocean Vagabond,"7,174",0,422,"[('57.28', '-20.18')]",1943,1,11
U-620,Heinz Stein,British Dominion,"6,983",0,419,"[('30.50', '-19.92')]",1943,1,11
U-105,Jürgen Nissen,C.S. Flight,67,0,0,"[('12.42', '-63.00')]",1943,1,12
U-182,Asmus Nicolai Clausen,Ocean Courage,"7,173",0,0,"[('10.87', '-23.47')]",1943,1,15
U-617,Albrecht Brandi,Annitsa,"4,324",8,0,"[('33.03', '21.97')]",1943,1,15
U-617,Albrecht Brandi,Harboe Jensen,"1,862",6,0,"[('33.07', '21.83')]",1943,1,15
U-268,Ernst Heydemann,Vestfold,"14,547",15,423,"[('61.42', '-26.20')]",1943,1,17
U-453,Egon Reiner Freiherr von Schlippenbach,Jean Jadot,"5,859",1,424,"[('36.55', '0.77')]",1943,1,20
U-358,Rolf Manke,Neva,"1,456",5,425,"[('61.58', '-14.25')]",1943,1,22
U-413,Gustav Poel,Mount Mycale,"3,556",8,426,"[('52.15', '-50.75')]",1943,1,22
U-175,Heinrich Bruns,Benjamin Smith,"7,177",25,0,"[('4.08', '-7.83')]",1943,1,23
U-431,Dietrich Schöneboom,Alexandria,100,20,0,"[('34.87', '35.87')]",1943,1,23
U-105,Jürgen Nissen,British Vigilance,"8,093",0,419,"[('21.00', '-45.00')]",1943,1,24
U-431,Dietrich Schöneboom,Mouyassar,47,41,0,"[('35.45', '34.57')]",1943,1,25
U-431,Dietrich Schöneboom,Omar el Kattab,38,41,0,"[('35.45', '34.57')]",1943,1,25
U-575,Günther Heydemann,City of Flint,"4,963",25,427,"[('34.78', '-31.17')]",1943,1,25
U-624,Ulrich Graf von Soden-Fraunhofen,Lackenby,"5,112",0,426,"[('55.00', '-37.83')]",1943,1,25
U-255,Reinhart Reche,Krasnyj Partizan,"2,418",26,0,"[('73.75', '17.50')]",1943,1,26
U-358,Rolf Manke,Nortind,"8,221",6,428,"[('58.67', '-33.17')]",1943,1,26
U-431,Dietrich Schöneboom,Hassan,80,41,0,"[('35.15', '34.17')]",1943,1,26
U-594,Friedrich Mumm,Kollbjørg,"8,259",6,428,"[('58.33', '-39.50')]",1943,1,26
U-105,Jürgen Nissen,Cape Decision,"5,106",25,0,"[('22.95', '-47.47')]",1943,1,27
U-442,Hans-Joachim Hesse,Julia Ward Howe,"7,176",25,427,"[('35.48', '-29.17')]",1943,1,27
U-514,Hans-Jürgen Auffermann,Charles C. Pinckney,"7,177",25,427,"[('36.62', '-30.92')]",1943,1,27
U-255,Reinhart Reche,Ufa,"1,892",26,0,"[('73.75', '17.83')]",1943,1,29
U-66,Friedrich Markworth,Joseph Elise,113,3,0,"[('28.05', '-12.90')]",1943,2,1
U-456,Max-Martin Teichert,Jeremiah Van Rensselaer,"7,177",25,429,"[('55.22', '-28.88')]",1943,2,2
U-217,Kurt Reichenbach-Klinke,Rhexenor,"7,957",0,0,"[('24.98', '-43.62')]",1943,2,3
U-223,Karl-Jürg Wächter,Dorchester,"5,649",25,430,"[('59.37', '-48.70')]",1943,2,3
U-255,Reinhart Reche,Greylock,"7,460",25,431,"[('70.87', '-0.35')]",1943,2,3
U-456,Max-Martin Teichert,Inverilen,"9,456",0,429,"[('56.58', '-23.50')]",1943,2,3
U-632,Hans Karpf,Cordelia,"8,190",0,429,"[('56.62', '-22.97')]",1943,2,3
U-413,Gustav Poel,West Portal,"5,376",25,432,"[('53.00', '-33.00')]",1943,2,5
U-617,Albrecht Brandi,Corona,"3,264",6,433,"[('32.18', '24.77')]",1943,2,5
U-617,Albrecht Brandi,Henrik,"1,350",6,433,"[('32.18', '24.77')]",1943,2,5
U-262,Rudolf Heinz Franke,Zagloba,"2,864",28,432,"[('54.75', '-27.42')]",1943,2,6
U-266,Ralf von Jessen,Polyktor,"4,077",8,432,"[('53.07', '-33.07')]",1943,2,6
U-402,Siegfried Freiherr von Forstner,Afrika,"8,597",0,432,"[('55.27', '-26.52')]",1943,2,7
U-402,Siegfried Freiherr von Forstner,Henry R. Mallory,"6,063",25,432,"[('55.30', '-26.48')]",1943,2,7
U-402,Siegfried Freiherr von Forstner,Kalliopi,"4,965",8,432,"[('55.45', '-26.13')]",1943,2,7
U-402,Siegfried Freiherr von Forstner,Robert E. Hopkins,"6,625",25,432,"[('55.22', '-26.37')]",1943,2,7
U-402,Siegfried Freiherr von Forstner,Toward,"1,571",0,432,"[('55.22', '-26.37')]",1943,2,7
U-596,Gunter Jahn,HMS LCI(L)-162,246,0,0,"[('36.35', '0.30')]",1943,2,7
U-614,Wolfgang Sträter,Harmala,"5,730",0,432,"[('55.23', '-26.62')]",1943,2,7
U-77,Otto Hartmann,Empire Banner,"6,699",0,435,"[('36.80', '1.53')]",1943,2,7
U-77,Otto Hartmann,Empire Webster,"7,043",0,435,"[('36.78', '1.62')]",1943,2,7
U-160,Georg Lassen,Roger B. Taney,"7,191",25,0,"[('-22.00', '-7.75')]",1943,2,8
U-402,Siegfried Freiherr von Forstner,Newton Ash,"4,625",0,432,"[('56.42', '-22.43')]",1943,2,8
U-521,Klaus Heinrich Bargsten,HMS Bredon (T 223),750,0,436,"[('29.82', '-14.08')]",1943,2,8
U-608,Rolf Struckmeier,Daghild,"9,272",6,432,"[('55.42', '-26.20')]",1943,2,8
U-509,Werner Witte,Queen Anne,"4,937",0,437,"[('-34.88', '19.85')]",1943,2,10
U-516,Gerhard Wiebe,Helmspey,"4,764",0,0,"[('-34.37', '24.90')]",1943,2,11
U-81,Johann-Otto Krieg,Al Kasbanah,110,20,0,"[('35.03', '34.58')]",1943,2,11
U-81,Johann-Otto Krieg,Dolphin,135,38,0,"[('35.03', '34.58')]",1943,2,11
U-81,Johann-Otto Krieg,Husni,107,44,0,"[('35.03', '34.58')]",1943,2,11
U-81,Johann-Otto Krieg,Sabah el Kheir,36,20,0,"[('35.35', '34.83')]",1943,2,11
U-607,Ernst Mengersen,Atlantic Sun,"11,355",25,438,"[('51.00', '-41.00')]",1943,2,15
U-182,Asmus Nicolai Clausen,Llanashe,"4,836",0,0,"[('-34.00', '28.50')]",1943,2,17
U-516,Gerhard Wiebe,Deer Lodge,"6,187",25,0,"[('-33.77', '26.95')]",1943,2,17
U-518,Friedrich-Wilhelm Wissmann,Brasiloide,"6,075",29,0,"[('-12.78', '-37.55')]",1943,2,18
U-403,Heinz-Ehlert Clausen,Zeus,"5,961",8,439,"[('49.47', '-44.83')]",1943,2,19
U-525,Hans-Joachim Drewitz,Radhurst,"3,454",0,439,"[('49.83', '-41.83')]",1943,2,20
U-603,Hans-Joachim Bertelsmann,Stigstad,"5,964",6,440,"[('49.43', '-29.13')]",1943,2,21
U-664,Adolf Graef,H.H. Rogers,"8,807",15,441,"[('50.50', '-24.63')]",1943,2,21
U-664,Adolf Graef,Rosario,"4,659",25,441,"[('50.50', '-24.63')]",1943,2,21
U-92,Adolf Oelrich,Empire Trader,"9,990",0,440,"[('48.42', '-30.17')]",1943,2,21
U-107,Harald Gelhaus,Roxburgh Castle,"7,801",0,0,"[('38.20', '-26.37')]",1943,2,22
U-606,Hans-Heinrich Döhler,Chattanooga City,"5,687",25,440,"[('46.88', '-34.53')]",1943,2,22
U-606,Hans-Heinrich Döhler,Empire Redshank,"6,615",0,440,"[('46.88', '-34.53')]",1943,2,22
U-753,Alfred Manhardt von Mannstein,N.T. Nielsen-Alonso,"9,348",6,440,"[('48.00', '-31.40')]",1943,2,22
U-186,Siegfried Hesemann,Eulima,"6,207",0,440,"[('46.80', '-36.30')]",1943,2,23
U-186,Siegfried Hesemann,Hastings,"5,401",25,440,"[('46.50', '-36.38')]",1943,2,23
U-202,Günter Poser,Esso Baton Rouge,"7,989",25,444,"[('31.25', '-27.37')]",1943,2,23
U-223,Karl-Jürg Wächter,Winkler,"6,907",15,440,"[('46.80', '-36.30')]",1943,2,23
U-303,Karl-Franz Heine,Expositor,"4,959",25,440,"[('46.88', '-34.53')]",1943,2,23
U-371,Waldemar Mehl,Fintra,"2,089",0,445,"[('36.95', '3.68')]",1943,2,23
U-456,Max-Martin Teichert,Kyleclare,700,17,0,"[('48.83', '-13.33')]",1943,2,23
U-522,Herbert Schneider,Athelprincess,"8,882",0,444,"[('32.03', '-24.63')]",1943,2,23
U-558,Günther Krech,Empire Norseman,"9,811",0,444,"[('31.30', '-27.33')]",1943,2,23
U-603,Hans-Joachim Bertelsmann,Glittre,"6,409",6,440,"[('47.00', '-36.33')]",1943,2,23
U-604,Horst Höltring,Stockport,"1,683",0,440,"[('47.37', '-34.17')]",1943,2,23
U-628,Heinrich Hasenschar,Ingria,"4,391",6,440,"[('45.20', '-39.28')]",1943,2,24
U-707,Günter Gretschel,Jonathan Sturges,"7,176",25,440,"[('46.25', '-38.18')]",1943,2,24
U-628,Heinrich Hasenschar,Manchester Merchant,"7,264",0,440,"[('45.17', '-43.38')]",1943,2,25
U-516,Gerhard Wiebe,Colombia,"10,782",9,0,"[('9.83', '-78.92')]",1943,2,27
U-66,Friedrich Markworth,St. Margaret,"4,312",0,438,"[('27.63', '-43.38')]",1943,2,27
U-405,Rolf-Heinrich Hopman,Wade Hampton,"7,176",25,447,"[('59.82', '-34.72')]",1943,2,28
U-634,Eberhard Dahlhaus,Meriwether Lewis,"7,176",25,447,"[('62.17', '-28.42')]",1943,3,2
U-160,Georg Lassen,Harvey W. Scott,"7,176",25,448,"[('-31.90', '30.62')]",1943,3,3
U-160,Georg Lassen,Nirpura,"5,961",0,448,"[('-32.78', '30.80')]",1943,3,3
U-43,Hans-Joachim Schwantke,Doggerbank,"5,154",12,0,"[('29.17', '-34.17')]",1943,3,3
U-160,Georg Lassen,Empire Mahseer,"5,087",0,448,"[('-32.02', '30.80')]",1943,3,4
U-160,Georg Lassen,Marietta E.,"7,628",0,448,"[('-31.82', '31.18')]",1943,3,4
U-172,Carl Emmermann,City of Pretoria,"8,049",0,0,"[('42.65', '-36.77')]",1943,3,4
U-515,Werner Henke,California Star,"8,300",0,0,"[('42.53', '-37.33')]",1943,3,4
U-130,Siegfried Keller,Empire Tower,"4,378",0,449,"[('43.83', '-14.77')]",1943,3,5
U-130,Siegfried Keller,Fidra,"1,574",0,449,"[('43.83', '-14.77')]",1943,3,5
U-130,Siegfried Keller,Ger-y-Bryn,"5,108",0,449,"[('43.83', '-14.77')]",1943,3,5
U-130,Siegfried Keller,Trefusis,"5,299",0,449,"[('43.83', '-14.77')]",1943,3,5
U-255,Reinhart Reche,Executive,"4,978",25,450,"[('72.73', '11.45')]",1943,3,5
U-172,Carl Emmermann,Thorstrand,"3,041",6,0,"[('41.38', '-42.98')]",1943,3,6
U-410,Horst-Arno Fenski,Fort Battle River,"7,133",0,451,"[('36.55', '-10.37')]",1943,3,6
U-221,Hans-Hartwig Trojer,Jamaica,"3,015",6,0,"[('48.00', '-23.50')]",1943,3,7
U-230,Paul Siegmann,Egyptian,"2,868",0,452,"[('56.42', '-37.63')]",1943,3,7
U-506,Erich Würdemann,Sabor,"5,212",0,0,"[('-34.50', '23.17')]",1943,3,7
U-591,Hans-Jürgen Zetzsche,Empire Impala,"6,116",0,452,"[('57.00', '-36.00')]",1943,3,7
U-160,Georg Lassen,James B. Stephens,"7,176",25,0,"[('-28.88', '33.30')]",1943,3,8
U-190,Max Wintermeyer,Empire Lakeland,"7,015",0,452,"[('58.05', '-28.20')]",1943,3,8
U-527,Herbert Uhlig,Fort Lamy,"5,242",0,452,"[('58.50', '-31.00')]",1943,3,8
U-591,Hans-Jürgen Zetzsche,Vojvoda Putnik,"5,879",11,452,"[('58.70', '-31.42')]",1943,3,8
U-633,Bernhard Müller,Guido,"3,921",0,452,"[('58.13', '-32.33')]",1943,3,8
U-642,Herbert Brünning,Leadgate,"2,125",0,452,"[('57.65', '-27.60')]",1943,3,8
U-405,Rolf-Heinrich Hopman,Bonneville,"4,665",6,452,"[('58.75', '-21.95')]",1943,3,9
U-409,Hanns-Ferdinand Massmann,Malantic,"3,837",25,452,"[('58.62', '-22.53')]",1943,3,9
U-409,Hanns-Ferdinand Massmann,Rosewood,"5,989",0,452,"[('58.62', '-22.53')]",1943,3,9
U-506,Erich Würdemann,Tabor,"4,768",6,0,"[('-37.50', '23.25')]",1943,3,9
U-510,Karl Neitzel,Kelvinbank,"3,872",0,454,"[('7.40', '-52.18')]",1943,3,9
U-530,Kurt Lange,Milos,"3,058",5,452,"[('58.00', '-24.00')]",1943,3,9
U-586,Dietrich von der Esch,Puerto Rican,"6,076",25,450,"[('66.73', '-10.68')]",1943,3,9
U-182,Asmus Nicolai Clausen,Richard D. Spaight,"7,177",25,0,"[('-27.65', '35.47')]",1943,3,10
U-185,August Maus,James Sprunt,"7,177",25,455,"[('19.82', '-74.63')]",1943,3,10
U-185,August Maus,Virginia Sinclair,"6,151",25,455,"[('20.18', '-74.07')]",1943,3,10
U-221,Hans-Hartwig Trojer,Andrea F. Luckenbach,"6,565",25,456,"[('51.33', '-29.48')]",1943,3,10
U-221,Hans-Hartwig Trojer,Tucurinca,"5,412",0,456,"[('51.00', '-30.17')]",1943,3,10
U-229,Robert Schetelig,Nailsea Court,"4,946",0,452,"[('58.75', '-21.95')]",1943,3,10
U-621,Max Kruschka,Baron Kinnaird,"3,355",0,457,"[('53.00', '-40.00')]",1943,3,10
U-160,Georg Lassen,Aelybryn,"4,986",0,0,"[('-29.13', '34.08')]",1943,3,11
U-183,Heinrich Schäfer,Olancho,"2,493",34,0,"[('22.13', '-85.23')]",1943,3,11
U-432,Hermann Eckhardt,HMS Harvester (H 19),"1,340",0,456,"[('51.38', '-28.67')]",1943,3,11
U-757,Friedrich Deetz,William C. Gorgas,"7,197",25,456,"[('51.58', '-28.50')]",1943,3,11
U-86,Walter Schug,Brant County,"5,001",6,456,"[('52.08', '-27.58')]",1943,3,11
U-468,Klemens Schamong,Empire Light,"6,537",0,453,"[('53.95', '-46.23')]",1943,3,12
U-653,Gerhard Feiler,Thomas Hooker,"7,176",25,453,"[('53.00', '-43.00')]",1943,3,12
U-107,Harald Gelhaus,Clan Alpine,"5,442",0,458,"[('42.75', '-13.52')]",1943,3,13
U-107,Harald Gelhaus,Marcella,"4,592",0,458,"[('42.75', '-13.52')]",1943,3,13
U-107,Harald Gelhaus,Oporto,"2,352",0,458,"[('42.75', '-13.52')]",1943,3,13
U-107,Harald Gelhaus,Sembilangan,"4,990",9,458,"[('42.75', '-13.52')]",1943,3,13
U-172,Carl Emmermann,Keystone,"5,565",25,459,"[('37.98', '-37.67')]",1943,3,13
U-68,Albert Lauzemis,Ceres,"2,680",9,460,"[('14.83', '-71.77')]",1943,3,13
U-68,Albert Lauzemis,Cities Service Missouri,"7,506",25,460,"[('14.83', '-71.77')]",1943,3,13
U-524,Walter von Steinaecker,Wyoming,"8,062",3,459,"[('40.30', '-28.93')]",1943,3,15
U-172,Carl Emmermann,Benjamin Harrison,"7,191",25,459,"[('39.15', '-24.25')]",1943,3,16
U-603,Hans-Joachim Bertelsmann,Elin K.,"5,214",6,462,"[('50.63', '-34.77')]",1943,3,16
U-305,Rudolf Bahr,Port Auckland,"8,789",0,463,"[('52.42', '-30.25')]",1943,3,17
U-305,Rudolf Bahr,Zouave,"4,256",0,463,"[('52.42', '-30.25')]",1943,3,17
U-338,Manfred Kinzel,Alderamin,"7,886",9,463,"[('52.23', '-32.25')]",1943,3,17
U-338,Manfred Kinzel,Granville,"4,071",15,463,"[('52.83', '-30.58')]",1943,3,17
U-338,Manfred Kinzel,King Gruffydd,"5,072",0,463,"[('51.92', '-32.68')]",1943,3,17
U-338,Manfred Kinzel,Kingsbury,"4,898",0,463,"[('51.92', '-32.68')]",1943,3,17
U-384,Hans-Achim von Rosenberg-Gruszczynski,Coracero,"7,252",0,462,"[('51.07', '-33.33')]",1943,3,17
U-435,Siegfried Strelow,William Eustis,"7,196",25,462,"[('50.17', '-35.03')]",1943,3,17
U-600,Bernhard Zurmühlen,Southern Princess,"12,156",0,462,"[('50.60', '-34.50')]",1943,3,17
U-631,Jürgen Krueger,Terkoelei,"5,158",9,462,"[('51.75', '-31.25')]",1943,3,17
U-665,Hans-Jürgen Haupt,Fort Cedar Lake,"7,134",0,463,"[('52.23', '-32.25')]",1943,3,17
U-758,Helmut Manseck,James Oglethorpe,"7,176",25,462,"[('50.63', '-34.77')]",1943,3,17
U-758,Helmut Manseck,Zaanland,"6,813",9,462,"[('50.63', '-34.77')]",1943,3,17
U-91,Heinz Walkerling,Harry Luckenbach,"6,366",25,462,"[('50.63', '-34.77')]",1943,3,17
U-91,Heinz Walkerling,Irénée Du Pont,"6,125",25,462,"[('50.63', '-34.77')]",1943,3,17
U-91,Heinz Walkerling,Nariva,"8,714",0,462,"[('50.57', '-35.03')]",1943,3,17
U-221,Hans-Hartwig Trojer,Canadian Star,"8,293",0,462,"[('53.40', '-28.57')]",1943,3,18
U-221,Hans-Hartwig Trojer,Walter Q. Gresham,"7,191",25,462,"[('53.58', '-28.08')]",1943,3,18
U-521,Klaus Heinrich Bargsten,Molly Pitcher,"7,200",25,459,"[('38.35', '-19.90')]",1943,3,18
U-593,Gerd Kelbling,Dafila,"1,940",0,0,"[('32.98', '22.35')]",1943,3,18
U-593,Gerd Kelbling,Kaying,"2,626",0,0,"[('32.98', '22.35')]",1943,3,18
U-663,Heinrich Schmid,Clarissa Radcliffe,"5,754",0,463,"[('52.35', '-27.25')]",1943,3,18
U-333,Werner Schwaff,Carras,"5,234",8,463,"[('54.08', '-24.32')]",1943,3,19
U-523,Werner Pietzsch,Mathew Luckenbach,"5,848",25,462,"[('54.38', '-23.57')]",1943,3,19
U-516,Gerhard Wiebe,Nortun,"3,663",15,464,"[('-27.58', '14.37')]",1943,3,20
U-518,Friedrich-Wilhelm Wissmann,Mariso,"7,659",9,0,"[('-13.33', '-37.42')]",1943,3,20
U-81,Johann-Otto Krieg,Bourghieh,244,20,0,"[('32.53', '34.50')]",1943,3,20
U-81,Johann-Otto Krieg,Mawahab Allah,77,41,0,"[('34.50', '34.53')]",1943,3,20
U-518,Friedrich-Wilhelm Wissmann,Industria,"1,688",5,0,"[('-11.67', '-35.92')]",1943,3,25
U-755,Walter Göing,FFL Sergent Gouarne (P 43),"1,147",3,0,"[('36.02', '-2.48')]",1943,3,26
U-593,Gerd Kelbling,City of Guildford,"5,157",0,466,"[('33.00', '22.83')]",1943,3,27
U-159,Helmut Friedrich Witte,Silverbeech,"5,319",0,467,"[('25.50', '-15.92')]",1943,3,28
U-167,Kurt Sturm,Lagosian,"5,449",0,467,"[('25.68', '-15.72')]",1943,3,28
U-81,Johann-Otto Krieg,Rousdi,133,20,0,"[('31.77', '34.38')]",1943,3,28
U-172,Carl Emmermann,Moanda,"4,621",1,467,"[('24.73', '-16.80')]",1943,3,29
U-404,Otto von Bülow,Nagara,"8,791",0,468,"[('46.83', '-16.67')]",1943,3,29
U-610,Walter Freiherr von Freyberg-Eisenberg-Allmendingen,William Pierce Frye,"7,176",25,469,"[('56.95', '-24.25')]",1943,3,29
U-662,Heinz-Eberhard Müller,Empire Whale,"6,159",0,468,"[('46.73', '-16.63')]",1943,3,29
U-662,Heinz-Eberhard Müller,Umaria,"6,852",0,468,"[('46.73', '-16.63')]",1943,3,29
U-404,Otto von Bülow,Empire Bowman,"7,031",0,468,"[('47.43', '-15.88')]",1943,3,30
U-596,Gunter Jahn,Fort a la Corne,"7,133",0,470,"[('36.87', '1.78')]",1943,3,30
U-596,Gunter Jahn,Hallanger,"9,551",6,470,"[('36.92', '1.65')]",1943,3,30
U-124,Johann Mohr,Katha,"4,357",0,471,"[('41.03', '-15.65')]",1943,4,2
U-129,Hans-Ludwig Witt,Melbourne Star,"12,806",0,0,"[('28.08', '-57.50')]",1943,4,2
U-155,Adolf Cornelius Piening,Lysefjord,"1,091",6,0,"[('23.15', '-83.40')]",1943,4,2
U-755,Walter Göing,Simon Duhamel II,928,3,473,"[('36.02', '-2.48')]",1943,4,2
U-155,Adolf Cornelius Piening,Gulfstate,"6,882",25,0,"[('24.43', '-80.30')]",1943,4,3
U-182,Asmus Nicolai Clausen,Aloe,"5,047",0,0,"[('-32.62', '37.83')]",1943,4,5
U-229,Robert Schetelig,Vaalaren,"3,406",5,474,"[('58.00', '-34.00')]",1943,4,5
U-530,Kurt Lange,Sunoil,"9,005",25,474,"[('58.27', '-34.23')]",1943,4,5
U-630,Werner Winkler,Shillong,"5,529",0,474,"[('57.17', '-35.50')]",1943,4,5
U-630,Werner Winkler,Waroonga,"9,365",0,474,"[('57.17', '-35.50')]",1943,4,5
U-706,Alexander von Zitzewitz,British Ardour,"7,124",0,474,"[('58.13', '-34.07')]",1943,4,5
U-185,August Maus,John Sevier,"7,176",25,475,"[('20.82', '-74.00')]",1943,4,6
U-632,Hans Karpf,Blitar,"7,065",9,474,"[('57.75', '-27.50')]",1943,4,6
U-123,Horst von Schroeter,Castillo Montealegre,"3,972",14,0,"[('9.77', '-16.83')]",1943,4,8
U-515,Werner Henke,Bamako,"2,357",3,0,"[('14.95', '-17.25')]",1943,4,9
U-181,Wolfgang Lüth,Empire Whimbrel,"5,983",0,0,"[('2.52', '-15.92')]",1943,4,11
U-188,Siegfried Lüdden,HMS Beverley (H 64),"1,190",0,477,"[('52.32', '-40.47')]",1943,4,11
U-195,Heinz Buchholz,James W. Denver,"7,200",25,478,"[('28.87', '-26.50')]",1943,4,11
U-593,Gerd Kelbling,Runo,"1,858",0,0,"[('32.25', '23.92')]",1943,4,11
U-613,Helmut Köppe,Ingerfire,"3,835",6,479,"[('51.48', '-42.98')]",1943,4,11
U-615,Ralph Kapitzky,Edward B. Dudley,"7,177",25,480,"[('53.00', '-39.00')]",1943,4,11
U-404,Otto von Bülow,Lancastrian Prince,"1,914",0,477,"[('50.30', '-42.80')]",1943,4,12
U-563,Götz von Hartmann,Pacific Grove,"7,117",0,480,"[('54.17', '-30.00')]",1943,4,12
U-706,Alexander von Zitzewitz,Fresno City,"7,261",0,480,"[('54.25', '-30.00')]",1943,4,12
U-123,Horst von Schroeter,Empire Bruce,"7,459",0,0,"[('6.67', '-13.28')]",1943,4,18
U-123,Horst von Schroeter,HMS P-615,683,0,0,"[('6.82', '-13.15')]",1943,4,18
U-180,Werner Musenberg,Corbis,"8,132",0,0,"[('-34.93', '34.05')]",1943,4,18
U-226,Rolf Borchers,Fort Rampart,"7,134",0,481,"[('47.47', '-22.00')]",1943,4,18
U-108,Ralf-Reimar Wolfram,Robert Gray,"7,176",25,482,"[('50.95', '-40.58')]",1943,4,19
U-565,Wilhelm Franken,Michigan,"5,594",25,478,"[('35.98', '-1.42')]",1943,4,20
U-565,Wilhelm Franken,Sidi-Bel-Abbès,"4,392",3,478,"[('35.98', '-1.42')]",1943,4,20
U-191,Helmut Fiehn,Scebeli,"3,025",6,483,"[('56.12', '-44.43')]",1943,4,21
U-413,Gustav Poel,Wanstead,"5,486",0,484,"[('55.77', '-45.23')]",1943,4,21
U-415,Kurt Neide,Ashantian,"4,917",0,484,"[('55.77', '-45.23')]",1943,4,21
U-306,Claus von Trotha,Amerika,"10,218",0,482,"[('57.50', '-42.83')]",1943,4,22
